,username,talking_about_count,time
2854098,wendys,19125,2017-12-12 05:00:00+00
2854103,chipotle,31744,2017-12-12 05:00:00+00
2854248,sonicdrivein,21559,2017-12-12 05:00:00+00
2854565,McDonalds,7525,2017-12-12 05:00:00+00
2854815,burgerking,27946,2017-12-12 05:00:00+00
2855161,wendys,19943,2017-12-13 05:00:00+00
2855593,chipotle,28494,2017-12-13 05:00:00+00
2855844,DunkinDonuts,1343,2017-12-13 05:00:00+00
2856422,Dominos,48409,2017-12-13 05:00:00+00
2856650,Starbucks,390452,2017-12-13 05:00:00+00
2856787,sonicdrivein,12305,2017-12-13 05:00:00+00
2857663,PizzaHut,3802,2017-12-13 05:00:00+00
2857867,burgerking,20217,2017-12-13 05:00:00+00
2857921,KFC,14685,2017-12-13 05:00:00+00
2858475,tacobell,36112,2017-12-13 05:00:00+00
2859227,McDonalds,7367,2017-12-13 05:00:00+00
2859614,burgerking,13187,2017-12-14 05:00:00+00
2859942,DunkinDonuts,1400,2017-12-14 05:00:00+00
2860044,Starbucks,390552,2017-12-14 05:00:00+00
2860385,McDonalds,7322,2017-12-14 05:00:00+00
2860748,Dominos,47207,2017-12-14 05:00:00+00
2860991,chipotle,27173,2017-12-14 05:00:00+00
2861215,sonicdrivein,5319,2017-12-14 05:00:00+00
2863140,PizzaHut,4039,2017-12-14 05:00:00+00
2863150,KFC,14992,2017-12-14 05:00:00+00
2863170,tacobell,31794,2017-12-14 05:00:00+00
2863891,wendys,20733,2017-12-14 05:00:00+00
2864869,DunkinDonuts,1320,2017-12-15 05:00:00+00
2865916,burgerking,12866,2017-12-15 05:00:00+00
2866131,sonicdrivein,5562,2017-12-15 05:00:00+00
2866441,chipotle,25004,2017-12-15 05:00:00+00
2866777,Dominos,43028,2017-12-15 05:00:00+00
2867287,McDonalds,7063,2017-12-15 05:00:00+00
2867673,wendys,21820,2017-12-15 05:00:00+00
2867803,tacobell,31194,2017-12-15 05:00:00+00
2867831,KFC,15479,2017-12-15 05:00:00+00
2867847,PizzaHut,3900,2017-12-15 05:00:00+00
2868273,Starbucks,336635,2017-12-15 05:00:00+00
2868543,DunkinDonuts,1112,2017-12-16 05:00:00+00
2868692,McDonalds,6592,2017-12-16 05:00:00+00
2868814,Dominos,47513,2017-12-16 05:00:00+00
2868896,chipotle,22449,2017-12-16 05:00:00+00
2868969,sonicdrivein,5605,2017-12-16 05:00:00+00
2870081,burgerking,15200,2017-12-16 05:00:00+00
2870171,wendys,23619,2017-12-16 05:00:00+00
2870616,tacobell,29648,2017-12-16 05:00:00+00
2870629,KFC,24034,2017-12-16 05:00:00+00
2870635,PizzaHut,3815,2017-12-16 05:00:00+00
2872554,Starbucks,304890,2017-12-16 05:00:00+00
2873138,DunkinDonuts,1180,2017-12-17 05:00:00+00
2873573,burgerking,15930,2017-12-17 05:00:00+00
2873638,Starbucks,270272,2017-12-17 05:00:00+00
2874169,sonicdrivein,5709,2017-12-17 05:00:00+00
2874882,chipotle,19533,2017-12-17 05:00:00+00
2875053,wendys,24899,2017-12-17 05:00:00+00
2875672,Dominos,52958,2017-12-17 05:00:00+00
2876680,PizzaHut,3948,2017-12-17 05:00:00+00
2876709,KFC,30625,2017-12-17 05:00:00+00
2876776,tacobell,27699,2017-12-17 05:00:00+00
2876841,McDonalds,6514,2017-12-17 05:00:00+00
2878051,DunkinDonuts,1374,2017-12-18 05:00:00+00
2878207,Starbucks,273108,2017-12-18 05:00:00+00
2878240,burgerking,16903,2017-12-18 05:00:00+00
2879017,McDonalds,7152,2017-12-18 05:00:00+00
2879055,tacobell,25720,2017-12-18 05:00:00+00
2879099,KFC,37990,2017-12-18 05:00:00+00
2879121,PizzaHut,3860,2017-12-18 05:00:00+00
2879796,Dominos,58907,2017-12-18 05:00:00+00
2880206,wendys,24907,2017-12-18 05:00:00+00
2880322,chipotle,16008,2017-12-18 05:00:00+00
2880797,sonicdrivein,5953,2017-12-18 05:00:00+00
2882268,DunkinDonuts,1374,2017-12-19 05:00:00+00
2882372,chipotle,15994,2017-12-19 05:00:00+00
2883314,burgerking,18130,2017-12-19 05:00:00+00
2883600,Dominos,53842,2017-12-19 05:00:00+00
2883681,Starbucks,254822,2017-12-19 05:00:00+00
2883901,McDonalds,7152,2017-12-19 05:00:00+00
2884697,PizzaHut,4150,2017-12-19 05:00:00+00
2884796,sonicdrivein,6023,2017-12-19 05:00:00+00
2884829,tacobell,24095,2017-12-19 05:00:00+00
2885874,KFC,43132,2017-12-19 05:00:00+00
2886063,wendys,24907,2017-12-19 05:00:00+00
2886225,PizzaHut,4227,2017-12-20 05:00:00+00
2886400,DunkinDonuts,1376,2017-12-20 05:00:00+00
2886430,chipotle,13503,2017-12-20 05:00:00+00
2887053,sonicdrivein,6078,2017-12-20 05:00:00+00
2889170,burgerking,18989,2017-12-20 05:00:00+00
2889279,Dominos,52218,2017-12-20 05:00:00+00
2889319,Starbucks,249809,2017-12-20 05:00:00+00
2889449,McDonalds,7543,2017-12-20 05:00:00+00
2889894,tacobell,21800,2017-12-20 05:00:00+00
2890416,KFC,45461,2017-12-20 05:00:00+00
2890504,wendys,25175,2017-12-20 05:00:00+00
2890952,McDonalds,8124,2017-12-21 05:00:00+00
2891008,tacobell,24715,2017-12-21 05:00:00+00
2891074,KFC,50441,2017-12-21 05:00:00+00
2891102,PizzaHut,4588,2017-12-21 05:00:00+00
2892122,Dominos,52775,2017-12-21 05:00:00+00
2892728,wendys,25067,2017-12-21 05:00:00+00
2892906,chipotle,11327,2017-12-21 05:00:00+00
2893618,sonicdrivein,5895,2017-12-21 05:00:00+00
2894203,burgerking,20470,2017-12-21 05:00:00+00
2894256,Starbucks,251044,2017-12-21 05:00:00+00
2894670,DunkinDonuts,1526,2017-12-21 05:00:00+00
2894958,DunkinDonuts,1668,2017-12-22 05:00:00+00
2895024,wendys,24466,2017-12-22 05:00:00+00
2895168,KFC,49079,2017-12-22 05:00:00+00
2895617,tacobell,27431,2017-12-22 05:00:00+00
2896058,McDonalds,8647,2017-12-22 05:00:00+00
2896078,burgerking,17190,2017-12-22 05:00:00+00
2896229,Dominos,51473,2017-12-22 05:00:00+00
2896568,Starbucks,247239,2017-12-22 05:00:00+00
2898433,sonicdrivein,5676,2017-12-22 05:00:00+00
2899064,chipotle,9609,2017-12-22 05:00:00+00
2899367,PizzaHut,4434,2017-12-22 05:00:00+00
2899478,wendys,23613,2017-12-23 05:00:00+00
2900197,tacobell,30903,2017-12-23 05:00:00+00
2900218,KFC,46419,2017-12-23 05:00:00+00
2900226,PizzaHut,4391,2017-12-23 05:00:00+00
2902162,sonicdrivein,5661,2017-12-23 05:00:00+00
2902389,chipotle,8523,2017-12-23 05:00:00+00
2902630,Dominos,51550,2017-12-23 05:00:00+00
2902988,McDonalds,8780,2017-12-23 05:00:00+00
2903333,Starbucks,247240,2017-12-23 05:00:00+00
2903441,DunkinDonuts,1813,2017-12-23 05:00:00+00
2903763,burgerking,15757,2017-12-23 05:00:00+00
2904976,Starbucks,227004,2017-12-24 05:00:00+00
2905054,Dominos,49942,2017-12-24 05:00:00+00
2905302,burgerking,14720,2017-12-24 05:00:00+00
2905438,DunkinDonuts,1782,2017-12-24 05:00:00+00
2905448,McDonalds,8792,2017-12-24 05:00:00+00
2905644,tacobell,33914,2017-12-24 05:00:00+00
2905908,KFC,38737,2017-12-24 05:00:00+00
2906029,PizzaHut,4150,2017-12-24 05:00:00+00
2906450,sonicdrivein,5606,2017-12-24 05:00:00+00
2907906,chipotle,9344,2017-12-24 05:00:00+00
2908187,wendys,22229,2017-12-24 05:00:00+00
2908321,PizzaHut,3913,2017-12-25 05:00:00+00
2910155,sonicdrivein,5367,2017-12-25 05:00:00+00
2910573,Starbucks,197381,2017-12-25 05:00:00+00
2910738,Dominos,50400,2017-12-25 05:00:00+00
2910799,DunkinDonuts,1604,2017-12-25 05:00:00+00
2910830,wendys,20526,2017-12-25 05:00:00+00
2911249,burgerking,15000,2017-12-25 05:00:00+00
2911536,McDonalds,8294,2017-12-25 05:00:00+00
2911745,chipotle,10081,2017-12-25 05:00:00+00
2911924,tacobell,35021,2017-12-25 05:00:00+00
2912447,KFC,33051,2017-12-25 05:00:00+00
2912825,DunkinDonuts,1404,2017-12-26 05:00:00+00
2913342,Starbucks,176011,2017-12-26 05:00:00+00
2913403,burgerking,13565,2017-12-26 05:00:00+00
2913998,sonicdrivein,5333,2017-12-26 05:00:00+00
2914698,chipotle,11006,2017-12-26 05:00:00+00
2914851,wendys,19098,2017-12-26 05:00:00+00
2915476,Dominos,49570,2017-12-26 05:00:00+00
2916505,PizzaHut,3783,2017-12-26 05:00:00+00
2916535,KFC,30041,2017-12-26 05:00:00+00
2916604,tacobell,36177,2017-12-26 05:00:00+00
2916648,McDonalds,7529,2017-12-26 05:00:00+00
2917093,wendys,16947,2017-12-27 05:00:00+00
2917401,chipotle,11071,2017-12-27 05:00:00+00
2918781,sonicdrivein,5285,2017-12-27 05:00:00+00
2919243,PizzaHut,3900,2017-12-27 05:00:00+00
2919363,KFC,26210,2017-12-27 05:00:00+00
2919644,tacobell,31477,2017-12-27 05:00:00+00
2919811,McDonalds,7180,2017-12-27 05:00:00+00
2919956,burgerking,13162,2017-12-27 05:00:00+00
2920237,Starbucks,143669,2017-12-27 05:00:00+00
2920270,DunkinDonuts,1223,2017-12-27 05:00:00+00
2920273,Dominos,44266,2017-12-27 05:00:00+00
2922394,sonicdrivein,5282,2017-12-28 05:00:00+00
2922856,chipotle,11417,2017-12-28 05:00:00+00
2922967,wendys,15611,2017-12-28 05:00:00+00
2923374,Dominos,49273,2017-12-28 05:00:00+00
2924066,PizzaHut,3880,2017-12-28 05:00:00+00
2924087,KFC,22038,2017-12-28 05:00:00+00
2924136,tacobell,28276,2017-12-28 05:00:00+00
2924165,McDonalds,6628,2017-12-28 05:00:00+00
2924908,Starbucks,134373,2017-12-28 05:00:00+00
2924953,burgerking,12494,2017-12-28 05:00:00+00
2925148,DunkinDonuts,1091,2017-12-28 05:00:00+00
2926330,McDonalds,6453,2017-12-29 05:00:00+00
2926376,tacobell,24668,2017-12-29 05:00:00+00
2926441,KFC,19856,2017-12-29 05:00:00+00
2926474,PizzaHut,3739,2017-12-29 05:00:00+00
2927503,Dominos,53602,2017-12-29 05:00:00+00
2928124,wendys,14166,2017-12-29 05:00:00+00
2928294,chipotle,11675,2017-12-29 05:00:00+00
2928989,sonicdrivein,5347,2017-12-29 05:00:00+00
2929573,burgerking,13212,2017-12-29 05:00:00+00
2929640,Starbucks,161599,2017-12-29 05:00:00+00
2930161,DunkinDonuts,959,2017-12-29 05:00:00+00
2932184,Starbucks,180739,2017-12-30 05:00:00+00
2933580,PizzaHut,3789,2017-12-30 05:00:00+00
2933583,KFC,19696,2017-12-30 05:00:00+00
2933589,tacobell,20520,2017-12-30 05:00:00+00
2933826,wendys,13440,2017-12-30 05:00:00+00
2933870,burgerking,18258,2017-12-30 05:00:00+00
2934468,sonicdrivein,5443,2017-12-30 05:00:00+00
2934507,chipotle,11156,2017-12-30 05:00:00+00
2934550,Dominos,56777,2017-12-30 05:00:00+00
2934613,McDonalds,6642,2017-12-30 05:00:00+00
2934694,DunkinDonuts,967,2017-12-30 05:00:00+00
2935195,KFC,19432,2017-12-31 05:00:00+00
2935479,PizzaHut,3776,2017-12-31 05:00:00+00
2935659,DunkinDonuts,928,2017-12-31 05:00:00+00
2936144,Dominos,51378,2017-12-31 05:00:00+00
2937109,sonicdrivein,5483,2017-12-31 05:00:00+00
2937601,wendys,14115,2017-12-31 05:00:00+00
2937895,chipotle,10326,2017-12-31 05:00:00+00
2938323,Starbucks,195511,2017-12-31 05:00:00+00
2938790,McDonalds,6743,2017-12-31 05:00:00+00
2938812,burgerking,20867,2017-12-31 05:00:00+00
2938950,tacobell,17271,2017-12-31 05:00:00+00
2939894,sonicdrivein,9870,2018-01-01 05:00:00+00
2940040,KFC,18927,2018-01-01 05:00:00+00
2940247,tacobell,14148,2018-01-01 05:00:00+00
2940608,PizzaHut,3815,2018-01-01 05:00:00+00
2940972,DunkinDonuts,967,2018-01-01 05:00:00+00
2941142,Starbucks,201721,2018-01-01 05:00:00+00
2941760,McDonalds,6735,2018-01-01 05:00:00+00
2941764,wendys,13997,2018-01-01 05:00:00+00
2941954,Dominos,55437,2018-01-01 05:00:00+00
2942100,burgerking,22939,2018-01-01 05:00:00+00
2942930,chipotle,9447,2018-01-01 05:00:00+00
2943779,sonicdrivein,10277,2018-01-02 05:00:00+00
2943837,chipotle,13298,2018-01-02 05:00:00+00
2944244,wendys,13044,2018-01-02 05:00:00+00
2944507,burgerking,22445,2018-01-02 05:00:00+00
2944788,DunkinDonuts,1006,2018-01-02 05:00:00+00
2945980,Starbucks,207937,2018-01-02 05:00:00+00
2946295,McDonalds,6719,2018-01-02 05:00:00+00
2946383,tacobell,11616,2018-01-02 05:00:00+00
2946835,KFC,18835,2018-01-02 05:00:00+00
2947001,PizzaHut,3795,2018-01-02 05:00:00+00
2947479,Dominos,64060,2018-01-02 05:00:00+00
2948298,DunkinDonuts,987,2018-01-03 05:00:00+00
2948573,Starbucks,199822,2018-01-03 05:00:00+00
2948644,McDonalds,6766,2018-01-03 05:00:00+00
2948921,Dominos,61169,2018-01-03 05:00:00+00
2949101,chipotle,14905,2018-01-03 05:00:00+00
2949269,sonicdrivein,13774,2018-01-03 05:00:00+00
2951827,burgerking,23865,2018-01-03 05:00:00+00
2952008,wendys,34484,2018-01-03 05:00:00+00
2952266,PizzaHut,3867,2018-01-03 05:00:00+00
2952275,KFC,18349,2018-01-03 05:00:00+00
2952299,tacobell,9792,2018-01-03 05:00:00+00
2952944,Dominos,43456,2018-01-04 05:00:00+00
2953700,Starbucks,141968,2018-01-04 05:00:00+00
2953906,DunkinDonuts,1048,2018-01-04 05:00:00+00
2954123,sonicdrivein,15527,2018-01-04 05:00:00+00
2954626,McDonalds,6907,2018-01-04 05:00:00+00
2954888,tacobell,18817,2018-01-04 05:00:00+00
2955317,burgerking,24585,2018-01-04 05:00:00+00
2955923,chipotle,16840,2018-01-04 05:00:00+00
2956195,KFC,20824,2018-01-04 05:00:00+00
2956646,wendys,42156,2018-01-04 05:00:00+00
2956791,PizzaHut,4039,2018-01-04 05:00:00+00
2957205,sonicdrivein,16604,2018-01-05 05:00:00+00
2957565,chipotle,17712,2018-01-05 05:00:00+00
2957853,Dominos,34233,2018-01-05 05:00:00+00
2958689,PizzaHut,4105,2018-01-05 05:00:00+00
2958774,wendys,55546,2018-01-05 05:00:00+00
2959036,KFC,23403,2018-01-05 05:00:00+00
2959562,burgerking,21371,2018-01-05 05:00:00+00
2959826,tacobell,27657,2018-01-05 05:00:00+00
2959976,McDonalds,7077,2018-01-05 05:00:00+00
2960421,DunkinDonuts,1074,2018-01-05 05:00:00+00
2960541,Starbucks,89049,2018-01-05 05:00:00+00
2961510,burgerking,21371,2018-01-06 05:00:00+00
2961938,sonicdrivein,17426,2018-01-06 05:00:00+00
2962836,tacobell,37034,2018-01-06 05:00:00+00
2962997,KFC,24877,2018-01-06 05:00:00+00
2963096,wendys,55546,2018-01-06 05:00:00+00
2963447,McDonalds,7450,2018-01-06 05:00:00+00
2963820,PizzaHut,4150,2018-01-06 05:00:00+00
2964057,chipotle,17712,2018-01-06 05:00:00+00
2965028,Starbucks,89049,2018-01-06 05:00:00+00
2965648,Dominos,23667,2018-01-06 05:00:00+00
2965671,DunkinDonuts,1266,2018-01-06 05:00:00+00
2965810,PizzaHut,4219,2018-01-07 05:00:00+00
2965949,wendys,57069,2018-01-07 05:00:00+00
2966395,KFC,25828,2018-01-07 05:00:00+00
2966611,chipotle,18541,2018-01-07 05:00:00+00
2967255,burgerking,21761,2018-01-07 05:00:00+00
2967702,tacobell,44612,2018-01-07 05:00:00+00
2967942,McDonalds,7569,2018-01-07 05:00:00+00
2968430,sonicdrivein,14236,2018-01-07 05:00:00+00
2968670,DunkinDonuts,1448,2018-01-07 05:00:00+00
2968875,Starbucks,76997,2018-01-07 05:00:00+00
2969641,Dominos,23676,2018-01-07 05:00:00+00
2970251,Dominos,13747,2018-01-08 05:00:00+00
2970780,Starbucks,103000,2018-01-08 05:00:00+00
2971731,PizzaHut,4299,2018-01-08 05:00:00+00
2971846,chipotle,16282,2018-01-08 05:00:00+00
2972402,McDonalds,8171,2018-01-08 05:00:00+00
2972529,wendys,60132,2018-01-08 05:00:00+00
2972753,KFC,25839,2018-01-08 05:00:00+00
2972973,tacobell,51850,2018-01-08 05:00:00+00
2973811,sonicdrivein,12782,2018-01-08 05:00:00+00
2974341,burgerking,25284,2018-01-08 05:00:00+00
2974539,DunkinDonuts,1567,2018-01-08 05:00:00+00
2975102,Dominos,13429,2018-01-09 05:00:00+00
2975578,PizzaHut,4003,2018-01-09 05:00:00+00
2975772,KFC,25758,2018-01-09 05:00:00+00
2976206,tacobell,58375,2018-01-09 05:00:00+00
2976280,McDonalds,8096,2018-01-09 05:00:00+00
2976595,Starbucks,127125,2018-01-09 05:00:00+00
2977800,DunkinDonuts,1595,2018-01-09 05:00:00+00
2978080,burgerking,27910,2018-01-09 05:00:00+00
2978346,wendys,42280,2018-01-09 05:00:00+00
2978737,chipotle,15526,2018-01-09 05:00:00+00
2978800,sonicdrivein,9848,2018-01-09 05:00:00+00
2979740,burgerking,31369,2018-01-10 05:00:00+00
2980060,PizzaHut,3982,2018-01-10 05:00:00+00
2980296,wendys,39724,2018-01-10 05:00:00+00
2981126,KFC,23096,2018-01-10 05:00:00+00
2981205,chipotle,13620,2018-01-10 05:00:00+00
2981234,Starbucks,133253,2018-01-10 05:00:00+00
2981639,DunkinDonuts,1753,2018-01-10 05:00:00+00
2981684,sonicdrivein,8450,2018-01-10 05:00:00+00
2981862,Dominos,21700,2018-01-10 05:00:00+00
2982941,McDonalds,8035,2018-01-10 05:00:00+00
2983346,tacobell,61580,2018-01-10 05:00:00+00
2984162,Starbucks,134779,2018-01-11 05:00:00+00
2984286,DunkinDonuts,1735,2018-01-11 05:00:00+00
2984723,McDonalds,7915,2018-01-11 05:00:00+00
2984850,tacobell,68782,2018-01-11 05:00:00+00
2985124,burgerking,31050,2018-01-11 05:00:00+00
2985625,KFC,18587,2018-01-11 05:00:00+00
2985902,wendys,30205,2018-01-11 05:00:00+00
2985970,PizzaHut,4157,2018-01-11 05:00:00+00
2986855,Dominos,27817,2018-01-11 05:00:00+00
2987073,chipotle,14393,2018-01-11 05:00:00+00
2987509,sonicdrivein,7290,2018-01-11 05:00:00+00
2987917,tacobell,73281,2018-01-12 05:00:00+00
2988251,McDonalds,7996,2018-01-12 05:00:00+00
2989364,Dominos,34767,2018-01-12 05:00:00+00
2989461,sonicdrivein,6733,2018-01-12 05:00:00+00
2989583,DunkinDonuts,1725,2018-01-12 05:00:00+00
2989893,Starbucks,132986,2018-01-12 05:00:00+00
2990006,chipotle,14293,2018-01-12 05:00:00+00
2990063,KFC,16907,2018-01-12 05:00:00+00
2990920,wendys,27400,2018-01-12 05:00:00+00
2991105,PizzaHut,4082,2018-01-12 05:00:00+00
2991472,burgerking,30937,2018-01-12 05:00:00+00
2992521,Starbucks,130451,2018-01-13 05:00:00+00
2994439,PizzaHut,4068,2018-01-13 05:00:00+00
2994444,KFC,16065,2018-01-13 05:00:00+00
2994456,tacobell,227390,2018-01-13 05:00:00+00
2994900,wendys,25382,2018-01-13 05:00:00+00
2994982,burgerking,28368,2018-01-13 05:00:00+00
2996103,sonicdrivein,6451,2018-01-13 05:00:00+00
2996178,chipotle,13959,2018-01-13 05:00:00+00
2996258,Dominos,39555,2018-01-13 05:00:00+00
2996376,McDonalds,7848,2018-01-13 05:00:00+00
2996531,DunkinDonuts,1677,2018-01-13 05:00:00+00
2997023,wendys,25003,2018-01-14 05:00:00+00
2998404,KFC,15656,2018-01-14 05:00:00+00
2998449,DunkinDonuts,1522,2018-01-14 05:00:00+00
2998539,sonicdrivein,5770,2018-01-14 05:00:00+00
2998599,chipotle,13367,2018-01-14 05:00:00+00
2998678,burgerking,25417,2018-01-14 05:00:00+00
2999109,Dominos,47249,2018-01-14 05:00:00+00
2999400,McDonalds,7648,2018-01-14 05:00:00+00
2999946,Starbucks,104300,2018-01-14 05:00:00+00
3000313,PizzaHut,4025,2018-01-14 05:00:00+00
3000994,tacobell,254122,2018-01-14 05:00:00+00
3001441,Starbucks,72941,2018-01-15 05:00:00+00
3001496,PizzaHut,3873,2018-01-15 05:00:00+00
3001892,Dominos,52783,2018-01-15 05:00:00+00
3001993,McDonalds,7718,2018-01-15 05:00:00+00
3002514,tacobell,267481,2018-01-15 05:00:00+00
3002670,wendys,25638,2018-01-15 05:00:00+00
3003188,chipotle,13065,2018-01-15 05:00:00+00
3003342,burgerking,22847,2018-01-15 05:00:00+00
3003391,sonicdrivein,5566,2018-01-15 05:00:00+00
3003413,DunkinDonuts,1533,2018-01-15 05:00:00+00
3004799,KFC,15267,2018-01-15 05:00:00+00
3005610,tacobell,275205,2018-01-16 05:00:00+00
3006743,Starbucks,72918,2018-01-16 05:00:00+00
3007173,McDonalds,7499,2018-01-16 05:00:00+00
3007456,Dominos,52783,2018-01-16 05:00:00+00
3007868,KFC,14898,2018-01-16 05:00:00+00
3007883,burgerking,19337,2018-01-16 05:00:00+00
3007987,chipotle,16912,2018-01-16 05:00:00+00
3008019,sonicdrivein,5085,2018-01-16 05:00:00+00
3008094,DunkinDonuts,1533,2018-01-16 05:00:00+00
3008280,PizzaHut,4291,2018-01-16 05:00:00+00
3009539,wendys,25638,2018-01-16 05:00:00+00
3010142,PizzaHut,4324,2018-01-17 05:00:00+00
3010594,KFC,13604,2018-01-17 05:00:00+00
3011099,wendys,24865,2018-01-17 05:00:00+00
3011488,chipotle,17420,2018-01-17 05:00:00+00
3011612,burgerking,15120,2018-01-17 05:00:00+00
3011645,sonicdrivein,4704,2018-01-17 05:00:00+00
3011665,DunkinDonuts,1452,2018-01-17 05:00:00+00
3013490,Starbucks,63101,2018-01-17 05:00:00+00
3013826,Dominos,46156,2018-01-17 05:00:00+00
3013909,McDonalds,7207,2018-01-17 05:00:00+00
3014294,tacobell,263122,2018-01-17 05:00:00+00
3014468,sonicdrivein,4578,2018-01-18 05:00:00+00
3015009,wendys,23901,2018-01-18 05:00:00+00
3015298,burgerking,12546,2018-01-18 05:00:00+00
3015329,DunkinDonuts,1324,2018-01-18 05:00:00+00
3016375,Starbucks,63170,2018-01-18 05:00:00+00
3016614,McDonalds,7183,2018-01-18 05:00:00+00
3016827,tacobell,255488,2018-01-18 05:00:00+00
3017232,KFC,13710,2018-01-18 05:00:00+00
3017406,PizzaHut,4451,2018-01-18 05:00:00+00
3017621,Dominos,41368,2018-01-18 05:00:00+00
3018282,chipotle,22944,2018-01-18 05:00:00+00
3018777,tacobell,101902,2018-01-19 05:00:00+00
3019141,McDonalds,7347,2018-01-19 05:00:00+00
3019237,Dominos,37153,2018-01-19 05:00:00+00
3019560,Starbucks,84063,2018-01-19 05:00:00+00
3021401,sonicdrivein,4460,2018-01-19 05:00:00+00
3021402,DunkinDonuts,1388,2018-01-19 05:00:00+00
3021449,burgerking,14844,2018-01-19 05:00:00+00
3021568,chipotle,24072,2018-01-19 05:00:00+00
3021948,wendys,24220,2018-01-19 05:00:00+00
3022490,KFC,13352,2018-01-19 05:00:00+00
3022905,PizzaHut,4541,2018-01-19 05:00:00+00
3023308,tacobell,91114,2018-01-20 05:00:00+00
3023795,PizzaHut,4259,2018-01-20 05:00:00+00
3023965,McDonalds,6985,2018-01-20 05:00:00+00
3024155,Dominos,29124,2018-01-20 05:00:00+00
3024799,Starbucks,116261,2018-01-20 05:00:00+00
3024974,DunkinDonuts,1404,2018-01-20 05:00:00+00
3025049,sonicdrivein,4425,2018-01-20 05:00:00+00
3025159,burgerking,27904,2018-01-20 05:00:00+00
3025637,chipotle,24666,2018-01-20 05:00:00+00
3026722,KFC,13458,2018-01-20 05:00:00+00
3027162,wendys,24990,2018-01-20 05:00:00+00
3027717,tacobell,75545,2018-01-21 05:00:00+00
3027742,KFC,13532,2018-01-21 05:00:00+00
3027752,PizzaHut,4180,2018-01-21 05:00:00+00
3028029,wendys,26780,2018-01-21 05:00:00+00
3028193,burgerking,37761,2018-01-21 05:00:00+00
3030747,sonicdrivein,4451,2018-01-21 05:00:00+00
3030910,chipotle,25719,2018-01-21 05:00:00+00
3031093,Dominos,22139,2018-01-21 05:00:00+00
3031365,McDonalds,6854,2018-01-21 05:00:00+00
3031428,Starbucks,142623,2018-01-21 05:00:00+00
3031715,DunkinDonuts,1260,2018-01-21 05:00:00+00
3032116,KFC,14664,2018-01-22 05:00:00+00
3032171,wendys,27000,2018-01-22 05:00:00+00
3032562,Dominos,17728,2018-01-22 05:00:00+00
3033149,DunkinDonuts,1198,2018-01-22 05:00:00+00
3033434,tacobell,63334,2018-01-22 05:00:00+00
3033531,burgerking,41807,2018-01-22 05:00:00+00
3033956,McDonalds,6805,2018-01-22 05:00:00+00
3034227,PizzaHut,3968,2018-01-22 05:00:00+00
3034632,chipotle,23525,2018-01-22 05:00:00+00
3034659,Starbucks,166037,2018-01-22 05:00:00+00
3035542,sonicdrivein,4307,2018-01-22 05:00:00+00
3037034,Dominos,17556,2018-01-23 05:00:00+00
3037108,DunkinDonuts,1162,2018-01-23 05:00:00+00
3037161,burgerking,44692,2018-01-23 05:00:00+00
3037559,wendys,27174,2018-01-23 05:00:00+00
3038143,PizzaHut,4082,2018-01-23 05:00:00+00
3038169,chipotle,24556,2018-01-23 05:00:00+00
3038403,sonicdrivein,4251,2018-01-23 05:00:00+00
3038684,KFC,14222,2018-01-23 05:00:00+00
3039344,tacobell,66459,2018-01-23 05:00:00+00
3039605,McDonalds,6780,2018-01-23 05:00:00+00
3039953,Starbucks,180166,2018-01-23 05:00:00+00
3041285,chipotle,22449,2018-01-24 05:00:00+00
3041947,Dominos,27593,2018-01-24 05:00:00+00
3042217,PizzaHut,4075,2018-01-24 05:00:00+00
3042376,KFC,14634,2018-01-24 05:00:00+00
3042784,tacobell,66802,2018-01-24 05:00:00+00
3042959,McDonalds,6524,2018-01-24 05:00:00+00
3043192,Starbucks,182973,2018-01-24 05:00:00+00
3044239,DunkinDonuts,1041,2018-01-24 05:00:00+00
3044272,burgerking,47793,2018-01-24 05:00:00+00
3044540,wendys,26178,2018-01-24 05:00:00+00
3045100,sonicdrivein,3840,2018-01-24 05:00:00+00
3045739,Starbucks,167555,2018-01-25 05:00:00+00
3046386,McDonalds,6414,2018-01-25 05:00:00+00
3046409,DunkinDonuts,985,2018-01-25 05:00:00+00
3046604,Dominos,37713,2018-01-25 05:00:00+00
3046633,chipotle,21033,2018-01-25 05:00:00+00
3046664,sonicdrivein,10348,2018-01-25 05:00:00+00
3047094,burgerking,52713,2018-01-25 05:00:00+00
3047125,wendys,25696,2018-01-25 05:00:00+00
3047299,tacobell,64286,2018-01-25 05:00:00+00
3047305,KFC,14994,2018-01-25 05:00:00+00
3047306,PizzaHut,4075,2018-01-25 05:00:00+00
3049848,DunkinDonuts,963,2018-01-26 05:00:00+00
3050031,PizzaHut,4219,2018-01-26 05:00:00+00
3050078,KFC,17094,2018-01-26 05:00:00+00
3050102,wendys,24396,2018-01-26 05:00:00+00
3050390,tacobell,89276,2018-01-26 05:00:00+00
3050634,burgerking,266589,2018-01-26 05:00:00+00
3051314,Starbucks,143851,2018-01-26 05:00:00+00
3051384,sonicdrivein,24293,2018-01-26 05:00:00+00
3051953,chipotle,20443,2018-01-26 05:00:00+00
3053286,McDonalds,6484,2018-01-26 05:00:00+00
3053689,Dominos,47309,2018-01-26 05:00:00+00
3054092,chipotle,21097,2018-01-27 05:00:00+00
3055423,Dominos,55883,2018-01-27 05:00:00+00
3056704,burgerking,505159,2018-01-27 05:00:00+00
