,username,talking_about_count,time
619357,burgerking,17303,2016-04-29 04:00:00+00
619889,McDonalds,12050,2016-04-29 04:00:00+00
619968,DunkinDonuts,1910,2016-04-29 04:00:00+00
620061,Dominos,73669,2016-04-29 04:00:00+00
620669,burgerking,17834,2016-04-30 04:00:00+00
620679,tacobell,134820,2016-04-30 04:00:00+00
620964,McDonalds,11816,2016-04-30 04:00:00+00
621148,sonicdrivein,186248,2016-04-30 04:00:00+00
621358,DunkinDonuts,1969,2016-04-30 04:00:00+00
621597,PizzaHut,4541,2016-04-30 04:00:00+00
621873,KFC,42484,2016-04-30 04:00:00+00
622172,Dominos,69653,2016-04-30 04:00:00+00
622560,wendys,57982,2016-04-30 04:00:00+00
622771,chipotle,161792,2016-04-30 04:00:00+00
623541,burgerking,17732,2016-05-01 04:00:00+00
623655,PizzaHut,4541,2016-05-01 04:00:00+00
624054,sonicdrivein,176161,2016-05-01 04:00:00+00
624236,KFC,52217,2016-05-01 04:00:00+00
624756,tacobell,102740,2016-05-01 04:00:00+00
624883,McDonalds,11810,2016-05-01 04:00:00+00
625080,DunkinDonuts,1933,2016-05-01 04:00:00+00
625751,wendys,57422,2016-05-01 04:00:00+00
625763,Dominos,67351,2016-05-01 04:00:00+00
625779,chipotle,169492,2016-05-01 04:00:00+00
626068,wendys,55421,2016-05-02 04:00:00+00
627411,Dominos,68447,2016-05-02 04:00:00+00
627475,DunkinDonuts,1990,2016-05-02 04:00:00+00
627518,McDonalds,11915,2016-05-02 04:00:00+00
627812,burgerking,17545,2016-05-02 04:00:00+00
627932,chipotle,171963,2016-05-02 04:00:00+00
628307,PizzaHut,4635,2016-05-02 04:00:00+00
628391,sonicdrivein,167550,2016-05-02 04:00:00+00
628430,KFC,55250,2016-05-02 04:00:00+00
628539,tacobell,66431,2016-05-02 04:00:00+00
629090,McDonalds,12310,2016-05-03 04:00:00+00
629329,KFC,55047,2016-05-03 04:00:00+00
629363,Dominos,65343,2016-05-03 04:00:00+00
629410,wendys,54811,2016-05-03 04:00:00+00
630204,chipotle,112412,2016-05-03 04:00:00+00
630246,sonicdrivein,159285,2016-05-03 04:00:00+00
630274,PizzaHut,4694,2016-05-03 04:00:00+00
631015,burgerking,16605,2016-05-03 04:00:00+00
631073,tacobell,65470,2016-05-03 04:00:00+00
631326,DunkinDonuts,2044,2016-05-03 04:00:00+00
631844,Dominos,75059,2016-05-04 04:00:00+00
631991,PizzaHut,4764,2016-05-04 04:00:00+00
632255,DunkinDonuts,2052,2016-05-04 04:00:00+00
632405,McDonalds,12860,2016-05-04 04:00:00+00
632483,wendys,54770,2016-05-04 04:00:00+00
633317,tacobell,62039,2016-05-04 04:00:00+00
633400,burgerking,17741,2016-05-04 04:00:00+00
633743,chipotle,113740,2016-05-04 04:00:00+00
634025,KFC,56281,2016-05-04 04:00:00+00
634274,sonicdrivein,126559,2016-05-04 04:00:00+00
634758,DunkinDonuts,2009,2016-05-05 04:00:00+00
635011,tacobell,109940,2016-05-05 04:00:00+00
635178,burgerking,17380,2016-05-05 04:00:00+00
635821,PizzaHut,4946,2016-05-05 04:00:00+00
635864,chipotle,93268,2016-05-05 04:00:00+00
635905,sonicdrivein,95436,2016-05-05 04:00:00+00
636665,Dominos,77874,2016-05-05 04:00:00+00
636685,wendys,54176,2016-05-05 04:00:00+00
636749,KFC,56090,2016-05-05 04:00:00+00
636976,McDonalds,12843,2016-05-05 04:00:00+00
637323,chipotle,80168,2016-05-06 04:00:00+00
637475,sonicdrivein,81642,2016-05-06 04:00:00+00
637835,Dominos,84117,2016-05-06 04:00:00+00
637903,DunkinDonuts,2011,2016-05-06 04:00:00+00
638208,McDonalds,13071,2016-05-06 04:00:00+00
638289,tacobell,137844,2016-05-06 04:00:00+00
638311,wendys,55494,2016-05-06 04:00:00+00
638730,KFC,61278,2016-05-06 04:00:00+00
638756,burgerking,17762,2016-05-06 04:00:00+00
640047,PizzaHut,5140,2016-05-06 04:00:00+00
640363,Dominos,83780,2016-05-07 04:00:00+00
640471,DunkinDonuts,1993,2016-05-07 04:00:00+00
640555,McDonalds,13500,2016-05-07 04:00:00+00
641128,burgerking,18475,2016-05-07 04:00:00+00
641323,chipotle,65344,2016-05-07 04:00:00+00
642027,PizzaHut,5085,2016-05-07 04:00:00+00
642175,sonicdrivein,97458,2016-05-07 04:00:00+00
642244,KFC,49904,2016-05-07 04:00:00+00
642454,tacobell,145475,2016-05-07 04:00:00+00
642692,wendys,63438,2016-05-07 04:00:00+00
643097,sonicdrivein,114212,2016-05-08 04:00:00+00
643341,KFC,62668,2016-05-08 04:00:00+00
643624,chipotle,59234,2016-05-08 04:00:00+00
643974,burgerking,19427,2016-05-08 04:00:00+00
644082,tacobell,145475,2016-05-08 04:00:00+00
644911,wendys,66042,2016-05-08 04:00:00+00
644972,McDonalds,13500,2016-05-08 04:00:00+00
645128,DunkinDonuts,1969,2016-05-08 04:00:00+00
645395,PizzaHut,5085,2016-05-08 04:00:00+00
645514,Dominos,83780,2016-05-08 04:00:00+00
646089,sonicdrivein,133344,2016-05-09 04:00:00+00
646383,DunkinDonuts,1982,2016-05-09 04:00:00+00
646575,KFC,64272,2016-05-09 04:00:00+00
647128,chipotle,56915,2016-05-09 04:00:00+00
647430,Dominos,85707,2016-05-09 04:00:00+00
647836,burgerking,19596,2016-05-09 04:00:00+00
648031,wendys,68209,2016-05-09 04:00:00+00
648056,tacobell,146373,2016-05-09 04:00:00+00
648264,McDonalds,13704,2016-05-09 04:00:00+00
648505,PizzaHut,5049,2016-05-09 04:00:00+00
649168,Dominos,78999,2016-05-10 04:00:00+00
649192,DunkinDonuts,2038,2016-05-10 04:00:00+00
649210,McDonalds,13666,2016-05-10 04:00:00+00
649336,burgerking,20452,2016-05-10 04:00:00+00
649380,chipotle,30907,2016-05-10 04:00:00+00
649533,PizzaHut,5196,2016-05-10 04:00:00+00
649580,KFC,63295,2016-05-10 04:00:00+00
649626,tacobell,142075,2016-05-10 04:00:00+00
650051,sonicdrivein,157562,2016-05-10 04:00:00+00
651357,wendys,71856,2016-05-10 04:00:00+00
652437,wendys,71833,2016-05-11 04:00:00+00
652681,burgerking,19252,2016-05-11 04:00:00+00
652745,KFC,62431,2016-05-11 04:00:00+00
652867,sonicdrivein,184248,2016-05-11 04:00:00+00
652922,McDonalds,13526,2016-05-11 04:00:00+00
652979,Dominos,102531,2016-05-11 04:00:00+00
653222,tacobell,140037,2016-05-11 04:00:00+00
653658,chipotle,12652,2016-05-11 04:00:00+00
653815,PizzaHut,5097,2016-05-11 04:00:00+00
654200,DunkinDonuts,1948,2016-05-11 04:00:00+00
654762,KFC,43666,2016-05-12 04:00:00+00
654781,sonicdrivein,201173,2016-05-12 04:00:00+00
654882,chipotle,14079,2016-05-12 04:00:00+00
655205,wendys,64506,2016-05-12 04:00:00+00
655508,burgerking,18754,2016-05-12 04:00:00+00
655647,DunkinDonuts,2019,2016-05-12 04:00:00+00
656418,McDonalds,13461,2016-05-12 04:00:00+00
656442,Dominos,122005,2016-05-12 04:00:00+00
656570,tacobell,77823,2016-05-12 04:00:00+00
656861,PizzaHut,5176,2016-05-12 04:00:00+00
657344,chipotle,14718,2016-05-13 04:00:00+00
657450,wendys,55711,2016-05-13 04:00:00+00
657627,DunkinDonuts,2082,2016-05-13 04:00:00+00
657939,McDonalds,13757,2016-05-13 04:00:00+00
658001,tacobell,57177,2016-05-13 04:00:00+00
658405,KFC,41997,2016-05-13 04:00:00+00
658547,sonicdrivein,190644,2016-05-13 04:00:00+00
658830,PizzaHut,5238,2016-05-13 04:00:00+00
659024,Dominos,140668,2016-05-13 04:00:00+00
659803,burgerking,18462,2016-05-13 04:00:00+00
659912,DunkinDonuts,2124,2016-05-14 04:00:00+00
660330,burgerking,17143,2016-05-14 04:00:00+00
660795,wendys,50697,2016-05-14 04:00:00+00
661215,tacobell,50353,2016-05-14 04:00:00+00
661635,chipotle,15944,2016-05-14 04:00:00+00
661648,sonicdrivein,194692,2016-05-14 04:00:00+00
661739,KFC,33738,2016-05-14 04:00:00+00
662497,McDonalds,13642,2016-05-14 04:00:00+00
662558,Dominos,157430,2016-05-14 04:00:00+00
662640,PizzaHut,5261,2016-05-14 04:00:00+00
662906,PizzaHut,5152,2016-05-15 04:00:00+00
663259,tacobell,43848,2016-05-15 04:00:00+00
663421,McDonalds,13075,2016-05-15 04:00:00+00
663426,Dominos,166011,2016-05-15 04:00:00+00
664164,DunkinDonuts,2118,2016-05-15 04:00:00+00
664372,burgerking,16409,2016-05-15 04:00:00+00
664601,wendys,46069,2016-05-15 04:00:00+00
665025,chipotle,17228,2016-05-15 04:00:00+00
665032,sonicdrivein,193664,2016-05-15 04:00:00+00
665079,KFC,33103,2016-05-15 04:00:00+00
665782,wendys,42256,2016-05-16 04:00:00+00
666087,tacobell,43839,2016-05-16 04:00:00+00
666310,KFC,38000,2016-05-16 04:00:00+00
666397,sonicdrivein,193040,2016-05-16 04:00:00+00
666552,PizzaHut,5124,2016-05-16 04:00:00+00
667296,chipotle,19386,2016-05-16 04:00:00+00
667499,burgerking,16394,2016-05-16 04:00:00+00
668128,McDonalds,13172,2016-05-16 04:00:00+00
668227,DunkinDonuts,2074,2016-05-16 04:00:00+00
668333,Dominos,174220,2016-05-16 04:00:00+00
668503,burgerking,16537,2016-05-17 04:00:00+00
668784,PizzaHut,5161,2016-05-17 04:00:00+00
668925,wendys,43195,2016-05-17 04:00:00+00
669504,KFC,40026,2016-05-17 04:00:00+00
669653,sonicdrivein,168666,2016-05-17 04:00:00+00
670050,DunkinDonuts,2030,2016-05-17 04:00:00+00
670865,chipotle,22769,2016-05-17 04:00:00+00
670938,McDonalds,13239,2016-05-17 04:00:00+00
671147,tacobell,46605,2016-05-17 04:00:00+00
671161,Dominos,156633,2016-05-17 04:00:00+00
672161,Dominos,138625,2016-05-18 04:00:00+00
672317,PizzaHut,4957,2016-05-18 04:00:00+00
672606,sonicdrivein,141608,2016-05-18 04:00:00+00
672770,KFC,40538,2016-05-18 04:00:00+00
673176,tacobell,59109,2016-05-18 04:00:00+00
673241,McDonalds,13450,2016-05-18 04:00:00+00
673539,DunkinDonuts,2033,2016-05-18 04:00:00+00
673712,wendys,66773,2016-05-18 04:00:00+00
673811,chipotle,21571,2016-05-18 04:00:00+00
674003,burgerking,16503,2016-05-18 04:00:00+00
674215,tacobell,64585,2016-05-19 04:00:00+00
674401,McDonalds,13525,2016-05-19 04:00:00+00
674535,chipotle,19564,2016-05-19 04:00:00+00
674580,Dominos,127543,2016-05-19 04:00:00+00
674629,burgerking,16149,2016-05-19 04:00:00+00
675306,DunkinDonuts,1988,2016-05-19 04:00:00+00
675678,sonicdrivein,120757,2016-05-19 04:00:00+00
675834,KFC,40083,2016-05-19 04:00:00+00
676459,wendys,76356,2016-05-19 04:00:00+00
676556,PizzaHut,4837,2016-05-19 04:00:00+00
677171,tacobell,69038,2016-05-20 04:00:00+00
677283,KFC,36569,2016-05-20 04:00:00+00
677329,sonicdrivein,116812,2016-05-20 04:00:00+00
677411,PizzaHut,4806,2016-05-20 04:00:00+00
677777,chipotle,18042,2016-05-20 04:00:00+00
677844,burgerking,16204,2016-05-20 04:00:00+00
678193,McDonalds,12905,2016-05-20 04:00:00+00
678246,DunkinDonuts,1964,2016-05-20 04:00:00+00
678296,Dominos,120747,2016-05-20 04:00:00+00
679686,wendys,83498,2016-05-20 04:00:00+00
679876,tacobell,81263,2016-05-21 04:00:00+00
680175,wendys,86489,2016-05-21 04:00:00+00
680240,Dominos,116431,2016-05-21 04:00:00+00
680395,DunkinDonuts,1892,2016-05-21 04:00:00+00
680975,chipotle,18208,2016-05-21 04:00:00+00
681110,sonicdrivein,115408,2016-05-21 04:00:00+00
681471,PizzaHut,4684,2016-05-21 04:00:00+00
681546,KFC,30392,2016-05-21 04:00:00+00
681552,burgerking,15650,2016-05-21 04:00:00+00
681949,McDonalds,12476,2016-05-21 04:00:00+00
683148,McDonalds,11956,2016-05-22 04:00:00+00
683718,wendys,90418,2016-05-22 04:00:00+00
683783,Dominos,107826,2016-05-22 04:00:00+00
683959,tacobell,92364,2016-05-22 04:00:00+00
684535,KFC,27526,2016-05-22 04:00:00+00
684537,burgerking,15388,2016-05-22 04:00:00+00
684762,sonicdrivein,118496,2016-05-22 04:00:00+00
684831,chipotle,17224,2016-05-22 04:00:00+00
685229,PizzaHut,4616,2016-05-22 04:00:00+00
685329,DunkinDonuts,1900,2016-05-22 04:00:00+00
686095,McDonalds,11486,2016-05-23 04:00:00+00
686468,KFC,26493,2016-05-23 04:00:00+00
686478,burgerking,14848,2016-05-23 04:00:00+00
686563,PizzaHut,4704,2016-05-23 04:00:00+00
686927,sonicdrivein,115853,2016-05-23 04:00:00+00
687066,chipotle,15906,2016-05-23 04:00:00+00
687568,DunkinDonuts,1982,2016-05-23 04:00:00+00
687816,Dominos,100188,2016-05-23 04:00:00+00
688162,tacobell,101774,2016-05-23 04:00:00+00
688249,wendys,91825,2016-05-23 04:00:00+00
688504,sonicdrivein,166504,2016-05-24 04:00:00+00
688869,wendys,72322,2016-05-24 04:00:00+00
689100,chipotle,13450,2016-05-24 04:00:00+00
689582,McDonalds,11392,2016-05-24 04:00:00+00
689710,tacobell,102823,2016-05-24 04:00:00+00
690237,Dominos,112045,2016-05-24 04:00:00+00
690259,KFC,29395,2016-05-24 04:00:00+00
690332,burgerking,15015,2016-05-24 04:00:00+00
690504,PizzaHut,5026,2016-05-24 04:00:00+00
690909,DunkinDonuts,2055,2016-05-24 04:00:00+00
691196,Dominos,113232,2016-05-25 04:00:00+00
691293,DunkinDonuts,2085,2016-05-25 04:00:00+00
691395,McDonalds,11402,2016-05-25 04:00:00+00
692089,burgerking,14915,2016-05-25 04:00:00+00
692239,chipotle,20175,2016-05-25 04:00:00+00
692507,wendys,60018,2016-05-25 04:00:00+00
692986,PizzaHut,4848,2016-05-25 04:00:00+00
693157,sonicdrivein,203726,2016-05-25 04:00:00+00
693249,KFC,32228,2016-05-25 04:00:00+00
693456,tacobell,100905,2016-05-25 04:00:00+00
694187,DunkinDonuts,2115,2016-05-26 04:00:00+00
694625,Dominos,115108,2016-05-26 04:00:00+00
695163,tacobell,101715,2016-05-26 04:00:00+00
695623,McDonalds,11480,2016-05-26 04:00:00+00
695791,chipotle,21374,2016-05-26 04:00:00+00
696024,sonicdrivein,220566,2016-05-26 04:00:00+00
696126,PizzaHut,4684,2016-05-26 04:00:00+00
696235,wendys,54504,2016-05-26 04:00:00+00
696718,burgerking,14352,2016-05-26 04:00:00+00
696777,KFC,56978,2016-05-26 04:00:00+00
696850,DunkinDonuts,2202,2016-05-27 04:00:00+00
696941,wendys,48177,2016-05-27 04:00:00+00
697051,PizzaHut,4469,2016-05-27 04:00:00+00
697416,chipotle,21653,2016-05-27 04:00:00+00
697498,sonicdrivein,234848,2016-05-27 04:00:00+00
697727,burgerking,13908,2016-05-27 04:00:00+00
697747,KFC,79069,2016-05-27 04:00:00+00
698311,tacobell,120873,2016-05-27 04:00:00+00
698483,Dominos,115985,2016-05-27 04:00:00+00
699109,McDonalds,11796,2016-05-27 04:00:00+00
699686,KFC,92929,2016-05-28 04:00:00+00
699765,burgerking,13662,2016-05-28 04:00:00+00
700426,PizzaHut,4469,2016-05-28 04:00:00+00
700443,sonicdrivein,244155,2016-05-28 04:00:00+00
700704,chipotle,20777,2016-05-28 04:00:00+00
700877,McDonalds,11796,2016-05-28 04:00:00+00
701315,tacobell,120873,2016-05-28 04:00:00+00
701829,Dominos,115985,2016-05-28 04:00:00+00
701880,DunkinDonuts,2152,2016-05-28 04:00:00+00
701966,wendys,47916,2016-05-28 04:00:00+00
702942,Dominos,117324,2016-05-29 04:00:00+00
702958,DunkinDonuts,2077,2016-05-29 04:00:00+00
702974,McDonalds,12129,2016-05-29 04:00:00+00
703099,chipotle,19941,2016-05-29 04:00:00+00
703599,sonicdrivein,248983,2016-05-29 04:00:00+00
704699,wendys,45582,2016-05-29 04:00:00+00
705103,tacobell,115585,2016-05-29 04:00:00+00
705115,KFC,99864,2016-05-29 04:00:00+00
705124,PizzaHut,4434,2016-05-29 04:00:00+00
705168,burgerking,13210,2016-05-29 04:00:00+00
705505,chipotle,18881,2016-05-30 04:00:00+00
705589,sonicdrivein,260246,2016-05-30 04:00:00+00
705783,PizzaHut,4443,2016-05-30 04:00:00+00
706106,KFC,110554,2016-05-30 04:00:00+00
706799,burgerking,13274,2016-05-30 04:00:00+00
707177,wendys,48093,2016-05-30 04:00:00+00
707321,Dominos,117583,2016-05-30 04:00:00+00
707462,DunkinDonuts,1964,2016-05-30 04:00:00+00
707642,McDonalds,12651,2016-05-30 04:00:00+00
707953,tacobell,111983,2016-05-30 04:00:00+00
708276,tacobell,109221,2016-05-31 04:00:00+00
708469,burgerking,12961,2016-05-31 04:00:00+00
708580,chipotle,18041,2016-05-31 04:00:00+00
708644,KFC,120691,2016-05-31 04:00:00+00
708971,sonicdrivein,266284,2016-05-31 04:00:00+00
709018,PizzaHut,4505,2016-05-31 04:00:00+00
710527,wendys,45487,2016-05-31 04:00:00+00
710603,Dominos,108378,2016-05-31 04:00:00+00
710671,DunkinDonuts,1760,2016-05-31 04:00:00+00
710762,McDonalds,12445,2016-05-31 04:00:00+00
711159,sonicdrivein,318695,2016-06-01 04:00:00+00
712210,wendys,66960,2016-06-01 04:00:00+00
712251,Dominos,94498,2016-06-01 04:00:00+00
712285,DunkinDonuts,1875,2016-06-01 04:00:00+00
712331,McDonalds,12484,2016-06-01 04:00:00+00
712602,burgerking,13079,2016-06-01 04:00:00+00
712658,chipotle,12350,2016-06-01 04:00:00+00
712968,PizzaHut,4724,2016-06-01 04:00:00+00
713067,KFC,112432,2016-06-01 04:00:00+00
713158,tacobell,107774,2016-06-01 04:00:00+00
714177,McDonalds,12440,2016-06-02 04:00:00+00
714265,DunkinDonuts,2038,2016-06-02 04:00:00+00
714333,Dominos,88458,2016-06-02 04:00:00+00
714422,wendys,81279,2016-06-02 04:00:00+00
715905,PizzaHut,4645,2016-06-02 04:00:00+00
716002,sonicdrivein,344125,2016-06-02 04:00:00+00
716292,KFC,112553,2016-06-02 04:00:00+00
716349,chipotle,13160,2016-06-02 04:00:00+00
716460,burgerking,13229,2016-06-02 04:00:00+00
716670,tacobell,76876,2016-06-02 04:00:00+00
716785,wendys,84554,2016-06-03 04:00:00+00
718107,sonicdrivein,342587,2016-06-03 04:00:00+00
718530,tacobell,69697,2016-06-03 04:00:00+00
718576,KFC,114795,2016-06-03 04:00:00+00
718624,PizzaHut,4487,2016-06-03 04:00:00+00
718779,chipotle,43236,2016-06-03 04:00:00+00
718805,burgerking,13377,2016-06-03 04:00:00+00
718945,McDonalds,12431,2016-06-03 04:00:00+00
718969,DunkinDonuts,2587,2016-06-03 04:00:00+00
718985,Dominos,81212,2016-06-03 04:00:00+00
719638,burgerking,13694,2016-06-04 04:00:00+00
720283,wendys,92774,2016-06-04 04:00:00+00
720341,chipotle,67554,2016-06-04 04:00:00+00
720414,tacobell,65891,2016-06-04 04:00:00+00
720497,DunkinDonuts,3063,2016-06-04 04:00:00+00
720852,KFC,107327,2016-06-04 04:00:00+00
721334,PizzaHut,4487,2016-06-04 04:00:00+00
721749,Dominos,70866,2016-06-04 04:00:00+00
722381,sonicdrivein,355087,2016-06-04 04:00:00+00
722417,McDonalds,12860,2016-06-04 04:00:00+00
722595,Dominos,62353,2016-06-05 04:00:00+00
722661,chipotle,93811,2016-06-05 04:00:00+00
722672,DunkinDonuts,3245,2016-06-05 04:00:00+00
722791,McDonalds,12218,2016-06-05 04:00:00+00
722800,burgerking,13370,2016-06-05 04:00:00+00
723844,sonicdrivein,337727,2016-06-05 04:00:00+00
724201,wendys,89236,2016-06-05 04:00:00+00
724273,tacobell,61354,2016-06-05 04:00:00+00
724493,KFC,106391,2016-06-05 04:00:00+00
724732,PizzaHut,4616,2016-06-05 04:00:00+00
726010,tacobell,60120,2016-06-06 04:00:00+00
726096,KFC,101214,2016-06-06 04:00:00+00
726194,PizzaHut,4578,2016-06-06 04:00:00+00
726503,chipotle,120705,2016-06-06 04:00:00+00
726559,burgerking,14260,2016-06-06 04:00:00+00
726840,McDonalds,12703,2016-06-06 04:00:00+00
726886,DunkinDonuts,3365,2016-06-06 04:00:00+00
726917,Dominos,54875,2016-06-06 04:00:00+00
727443,wendys,91369,2016-06-06 04:00:00+00
728013,sonicdrivein,329819,2016-06-06 04:00:00+00
728225,sonicdrivein,267534,2016-06-07 04:00:00+00
728404,KFC,98421,2016-06-07 04:00:00+00
729309,tacobell,59022,2016-06-07 04:00:00+00
729588,PizzaHut,4724,2016-06-07 04:00:00+00
729900,wendys,89055,2016-06-07 04:00:00+00
730245,burgerking,14398,2016-06-07 04:00:00+00
730258,McDonalds,13060,2016-06-07 04:00:00+00
730490,DunkinDonuts,3381,2016-06-07 04:00:00+00
730512,chipotle,120705,2016-06-07 04:00:00+00
730647,Dominos,61697,2016-06-07 04:00:00+00
731522,PizzaHut,4869,2016-06-08 04:00:00+00
731758,KFC,96440,2016-06-08 04:00:00+00
731989,tacobell,58270,2016-06-08 04:00:00+00
732138,wendys,76673,2016-06-08 04:00:00+00
732451,sonicdrivein,245104,2016-06-08 04:00:00+00
733462,burgerking,14753,2016-06-08 04:00:00+00
733468,McDonalds,13585,2016-06-08 04:00:00+00
733580,DunkinDonuts,3391,2016-06-08 04:00:00+00
733593,chipotle,177205,2016-06-08 04:00:00+00
733660,Dominos,63589,2016-06-08 04:00:00+00
734142,Dominos,59644,2016-06-09 04:00:00+00
734152,DunkinDonuts,3010,2016-06-09 04:00:00+00
734165,McDonalds,13750,2016-06-09 04:00:00+00
734253,chipotle,186718,2016-06-09 04:00:00+00
734612,sonicdrivein,257049,2016-06-09 04:00:00+00
735391,wendys,67294,2016-06-09 04:00:00+00
735683,tacobell,62217,2016-06-09 04:00:00+00
735691,KFC,72331,2016-06-09 04:00:00+00
735700,PizzaHut,5169,2016-06-09 04:00:00+00
735959,burgerking,14732,2016-06-09 04:00:00+00
736818,burgerking,13792,2016-06-10 04:00:00+00
737384,Dominos,55071,2016-06-10 04:00:00+00
737439,wendys,63236,2016-06-10 04:00:00+00
737494,DunkinDonuts,2612,2016-06-10 04:00:00+00
737515,PizzaHut,5239,2016-06-10 04:00:00+00
737633,McDonalds,13460,2016-06-10 04:00:00+00
737650,KFC,67504,2016-06-10 04:00:00+00
737838,tacobell,61671,2016-06-10 04:00:00+00
738648,chipotle,165199,2016-06-10 04:00:00+00
739253,sonicdrivein,227156,2016-06-10 04:00:00+00
741013,burgerking,15646,2016-06-11 04:00:00+00
741300,Dominos,63225,2016-06-11 04:00:00+00
741322,wendys,71640,2016-06-11 04:00:00+00
741349,DunkinDonuts,2158,2016-06-11 04:00:00+00
741360,PizzaHut,5544,2016-06-11 04:00:00+00
741421,McDonalds,13706,2016-06-11 04:00:00+00
741428,KFC,75000,2016-06-11 04:00:00+00
741523,tacobell,70119,2016-06-11 04:00:00+00
741929,chipotle,145656,2016-06-11 04:00:00+00
742230,sonicdrivein,211917,2016-06-11 04:00:00+00
742959,burgerking,16762,2016-06-12 04:00:00+00
743074,Dominos,65494,2016-06-12 04:00:00+00
743093,DunkinDonuts,2014,2016-06-12 04:00:00+00
743098,PizzaHut,5895,2016-06-12 04:00:00+00
743120,McDonalds,14002,2016-06-12 04:00:00+00
743125,KFC,74337,2016-06-12 04:00:00+00
743163,tacobell,81674,2016-06-12 04:00:00+00
743324,chipotle,121247,2016-06-12 04:00:00+00
744117,sonicdrivein,199216,2016-06-12 04:00:00+00
744485,wendys,68993,2016-06-12 04:00:00+00
745339,sonicdrivein,194047,2016-06-13 04:00:00+00
745632,chipotle,97679,2016-06-13 04:00:00+00
746045,tacobell,81674,2016-06-13 04:00:00+00
746133,KFC,76026,2016-06-13 04:00:00+00
746143,McDonalds,14704,2016-06-13 04:00:00+00
746202,PizzaHut,6604,2016-06-13 04:00:00+00
746214,DunkinDonuts,2030,2016-06-13 04:00:00+00
746251,wendys,62441,2016-06-13 04:00:00+00
746267,Dominos,66684,2016-06-13 04:00:00+00
746557,burgerking,18265,2016-06-13 04:00:00+00
748313,sonicdrivein,146773,2016-06-14 04:00:00+00
748900,chipotle,97679,2016-06-14 04:00:00+00
749722,tacobell,81816,2016-06-14 04:00:00+00
749909,KFC,79566,2016-06-14 04:00:00+00
749934,McDonalds,15250,2016-06-14 04:00:00+00
750038,PizzaHut,7105,2016-06-14 04:00:00+00
750070,DunkinDonuts,1982,2016-06-14 04:00:00+00
750142,wendys,55370,2016-06-14 04:00:00+00
750177,Dominos,66076,2016-06-14 04:00:00+00
750750,burgerking,18831,2016-06-14 04:00:00+00
751084,burgerking,19835,2016-06-15 04:00:00+00
751128,PizzaHut,7209,2016-06-15 04:00:00+00
751137,KFC,76301,2016-06-15 04:00:00+00
751149,tacobell,79100,2016-06-15 04:00:00+00
751563,wendys,50581,2016-06-15 04:00:00+00
752644,sonicdrivein,94542,2016-06-15 04:00:00+00
753139,chipotle,36977,2016-06-15 04:00:00+00
753264,McDonalds,15502,2016-06-15 04:00:00+00
753281,DunkinDonuts,1982,2016-06-15 04:00:00+00
753295,Dominos,61906,2016-06-15 04:00:00+00
753942,chipotle,26788,2016-06-16 04:00:00+00
754088,tacobell,74009,2016-06-16 04:00:00+00
754451,burgerking,20001,2016-06-16 04:00:00+00
754748,sonicdrivein,60199,2016-06-16 04:00:00+00
755714,Dominos,65459,2016-06-16 04:00:00+00
755824,wendys,53671,2016-06-16 04:00:00+00
755990,DunkinDonuts,1969,2016-06-16 04:00:00+00
756054,PizzaHut,7543,2016-06-16 04:00:00+00
756357,McDonalds,15574,2016-06-16 04:00:00+00
756374,KFC,74327,2016-06-16 04:00:00+00
757079,Dominos,58419,2016-06-17 04:00:00+00
757164,PizzaHut,7490,2016-06-17 04:00:00+00
757217,DunkinDonuts,1985,2016-06-17 04:00:00+00
757243,McDonalds,15106,2016-06-17 04:00:00+00
757249,KFC,68051,2016-06-17 04:00:00+00
757383,tacobell,63272,2016-06-17 04:00:00+00
757477,burgerking,20203,2016-06-17 04:00:00+00
757908,chipotle,23437,2016-06-17 04:00:00+00
758394,wendys,55017,2016-06-17 04:00:00+00
759307,sonicdrivein,62157,2016-06-17 04:00:00+00
759663,KFC,65305,2016-06-18 04:00:00+00
759701,McDonalds,14515,2016-06-18 04:00:00+00
759800,DunkinDonuts,2011,2016-06-18 04:00:00+00
759966,PizzaHut,7216,2016-06-18 04:00:00+00
760212,wendys,44821,2016-06-18 04:00:00+00
760315,Dominos,52511,2016-06-18 04:00:00+00
761237,sonicdrivein,62605,2016-06-18 04:00:00+00
761565,burgerking,19501,2016-06-18 04:00:00+00
761938,tacobell,63272,2016-06-18 04:00:00+00
762095,chipotle,19671,2016-06-18 04:00:00+00
762728,KFC,64097,2016-06-19 04:00:00+00
762803,McDonalds,13876,2016-06-19 04:00:00+00
762998,DunkinDonuts,2011,2016-06-19 04:00:00+00
763320,PizzaHut,7171,2016-06-19 04:00:00+00
763767,sonicdrivein,60551,2016-06-19 04:00:00+00
763811,wendys,46830,2016-06-19 04:00:00+00
764032,Dominos,48719,2016-06-19 04:00:00+00
764823,chipotle,19605,2016-06-19 04:00:00+00
765015,burgerking,18226,2016-06-19 04:00:00+00
765077,tacobell,54880,2016-06-19 04:00:00+00
766042,wendys,46335,2016-06-20 04:00:00+00
766496,sonicdrivein,67884,2016-06-20 04:00:00+00
767488,chipotle,23637,2016-06-20 04:00:00+00
767684,tacobell,49518,2016-06-20 04:00:00+00
767734,KFC,59838,2016-06-20 04:00:00+00
767742,McDonalds,13020,2016-06-20 04:00:00+00
767754,DunkinDonuts,1972,2016-06-20 04:00:00+00
